propietario|prop_tgr_id|rut
SOC DE INVERSIONES RAULI LTDA|E000043211|77830380-9
SOC DE INVERSIONES RENACA LTDA|E000043212|78258010-8
SOC DE INVERSIONES RENANIA Y CIA|E000043213|76826010-9
SOC DE INVERSIONES RENANIA Y CIA LTDA|E000043213|76826010-9
SOC DE INVERSIONES REPPIA LTDA|E000043214|76610570-K
SOC DE INVERSIONES REQUINOA LIMITADA|E000043215|78170470-9
SOC DE INVERSIONES RION LIMITADA|E000043216|0-0
SOC DE INVERSIONES RIPCOR LIMITA|E000043217|0-0
SOC DE INVERSIONES RIPCOR LIMITADA|E000043217|0-0
SOC DE INVERSIONES RIVAS VINUELA LIMITAD|E000043218|77967000-7
SOC DE INVERSIONES ROCHELLE LIMI|E000043219|0-0
SOC DE INVERSIONES ROJAS LIMITAD|E000043221|78899500-8
SOC DE INVERSIONES ROJAS LIMITADA|E000043221|78899500-8
SOC DE INVERSIONES RUPA LTDA|E000043222|77138490-0
SOC DE INVERSIONES RUPANCO LTDA|E000043223|76376478-8
SOC DE INVERSIONES SACAPUNTA LIM|E000043224|77199470-9
SOC DE INVERSIONES SAGLIETTO LIM|E000043225|77466030-5
SOC DE INVERSIONES SAGLIETTO LIMITADA|E000043225|77466030-5
SOCIEDAD DE INV SAGLIETTO LTDA|E000043225|77466030-5
SOC DE INVERSIONES SALAMANCA LIM|E000043226|77003190-7
SOC DE INVERSIONES SALAMANCA LIMITADA|E000043226|77003190-7
SOC DE INVERSIONES SAN ALFONSO L|E000043227|78032317-5
SOC DE INVERSIONES SAN ALFONSO LIMITADA|E000043228|76146555-4
SOCIEDAD DE INVERSIONES SAN ALFONSO LIMI|E000043228|76146555-4
SOC DE INVERSIONES SAN ANDRES LIMITADA|E000043229|79804770-1
SOC DE INVERSIONES SAN CLEMENTE LIMITADA|E000043230|76033253-4
SOC DE INVERSIONES SAN DIEGO S A|E000043231|96602580-8
SOC DE INVERSIONES SAN FABIAN LI|E000043232|78236890-7
SOC DE INVERSIONES SAN FELIPE S|E000043233|76311446-5
SOC DE INVERSIONES SAN GASPAR LIMITADA|E000043234|77900660-3
SOC DE INVERSIONES SAN IGNACIO L|E000043235|76957541-3
SOC DE INVERSIONES SAN ISIDRO LI|E000043236|77238727-K
SOCIEDAD DE INVERSIONES SAN ISID|E000043236|77238727-K
SOCIEDAD DE INVERSIONES SAN ISIDRO|E000043236|77238727-K
SOC DE INVERSIONES SAN JORGE LIM|E000043237|76230150-4
SOC DE INVERSIONES SAN JORGE LIMI|E000043237|76230150-4
SOC DE INVERSIONES SAN JORGE LIMITADA|E000043237|76230150-4
SOC DE INVERSIONES SAN JORGE LTD|E000043237|76230150-4
SOC DE INVERSIONES SAN JORGE SPA|E000043238|78794790-5
SOC DE INVERSIONES SAN LORENZO Y|E000043239|76377863-0
SOC DE INVERSIONES SAN LUCAS LTDA|E000043240|78473320-3
SOC DE INVERSIONES SAN ROQUE LTDA|E000043241|88855100-K
SOC DE INVERSIONES SAN SEVERINO|E000043242|77968590-K
SOC DE INVERSIONES SANDBURG OVER|E000043243|0-0
SOC DE INVERSIONES SANDBURG OVERSEACHILE|E000043244|96710780-8
SOC DE INVERSIONES SANDOVAL Y BA|E000043245|0-0
SOC DE INVERSIONES SANFUENTES Y COMPANIA|E000043247|77264760-3
SOC DE INVERSIONES SANTA ADRIANA LIMITAD|E000043248|77701110-3
SOC DE INVERSIONES SANTA BEATRIZ|E000043249|78004600-7
SOC DE INVERSIONES SANTA BEATRIZ LIMITAD|E000043249|78004600-7
SOC DE INVERSIONES SANTA CRISTIN|E000043250|78161820-9
SOC DE INVERSIONES SANTA CRISTINA LTDA|E000043250|78161820-9
SOC DE INVERSIONES SANTA CRUZ LI|E000043251|76338626-0
SOCIEDA DE INV SANTA CRUZ LIMITA|E000043251|76338626-0
SOCIEDAD DE INV SANTA CRUZ LIMIT|E000043251|76338626-0
SOC DE INVERSIONES SANTA FE LIMI|E000043252|77926380-0
SOC DE INVERSIONES SANTA FE LIMITADA|E000043252|77926380-0
SOC DE INVERSIONES SANTA ISABEL LIM|E000043253|79710970-3
SOC DE INVERSIONES SANTA ISABEL LIMITADA|E000043253|79710970-3
SOC DE INVERSIONES SANTA LIDIA L|E000043254|78465690-K
SOC DE INVERSIONES SANTA MAGDALE|E000043255|76791687-6
SOC DE INVERSIONES SANTA MAGDALENA SPA|E000043255|76791687-6
SOC DE INVERSIONES SANTA MARTA L|E000043256|76105414-7
SOC DE INVERSIONES SANTA OLGA LI|E000043257|76194180-1
SOCIEDAD DE INVERSIONES SANTA OLGA LIMIT|E000043257|76194180-1
SOC DE INVERSIONES SANTANA LIMIT|E000043258|76216560-0
SOC DE INVERSIONES SANTANA LIMITADA|E000043258|76216560-0
SOC DE INVERSIONES SANTIAGO LTDA|E000043259|76380160-8
SOC DE INVERSIONES SERVICIOS E I|E000043260|0-0
SOC DE INVERSIONES SERVICIOSY ASESORIAS|E000043261|79730210-4
SOC DE INVERSIONES SEXPAR LIMITA|E000043262|79795720-8
SOC DE INVERSIONES SEXPAR LIMITADA|E000043262|79795720-8
SOC DE INVERSIONES STA MARGARITA LT|E000043263|77478266-4
SOC DE INVERSIONES STA VERONICA|E000043264|0-0
SOC DE INVERSIONES STABLER INVESTMENT CH|E000043265|77583510-9
SOC DE INVERSIONES SUR OESTE LTD|E000043266|76239250-K
SOC DE INVERSIONES SUYAI LTDA|E000043267|76220882-2
SOC DE INVERSIONES T Y R LIMITADA|E000043268|0-0
SOC DE INVERSIONES TANTI LTDA|E000043269|78470070-4
SOC DE INVERSIONES TAPIA Y VALDI|E000043270|78366280-9
SOC DE INVERSIONES TAPIA Y VALDIVIA LTDA|E000043270|78366280-9
SOC DE INVERSIONES TAURO LTDA|E000043271|78330410-4
SOC DE INVERSIONES TECNOACUARIA|E000043272|77808020-6
SOC DE INVERSIONES TERESITA S A|E000043273|96898190-0
SOC DE INVERSIONES THE PILGRIMS LIMITADA|E000043274|96711150-3
SOC DE INVERSIONES TINEO LIMITADA|E000043275|77273640-1
SOCIEDAD DE INV TINEO LIMITADA|E000043275|77273640-1
SOCIEDAD DE INVERSIONES TINEO LI|E000043275|77273640-1
SOC DE INVERSIONES TOBERMORY LIM|E000043276|77438840-0
SOC DE INVERSIONES TRAIGUEN LIMI|E000043277|78478380-4
SOC DE INVERSIONES TRAIGUEN LTDA|E000043277|78478380-4
SOCIEDAD DE INVERSIONES TRAIGUEN|E000043277|78478380-4
SOC DE INVERSIONES TRANCURA SA|E000043278|96641730-7
SOC DE INVERSIONES TRES LAGOS S|E000043279|96820050-K
SOCIEDAD DE INVERDS TRES LAGOS S|E000043279|96820050-K
SOCIEDAD DE INVERS TRES LAGOS S|E000043279|96820050-K
SOC DE INVERSIONES TRINIDAD LIMITADA|E000043280|76234063-1
SOC DE INVERSIONES TRINIDAD LTDA |E000043280|76234063-1
SOCIEDAD DE INVERSIONES TRINIDAD|E000043280|76234063-1
SOCIEDAD DE INVERSIONES TRINIDAD LIMITAD|E000043280|76234063-1
SOC DE INVERSIONES ULLOA Y REYES LIMITAD|E000043281|76087010-2
SOC DE INVERSIONES UNGA S A|E000043282|96643750-2
SOCIEDAD DE INVERSIONES UNGA S A|E000043282|96643750-2
SOC DE INVERSIONES URZUA LARRAIN|E000043283|76901890-5
SOC DE INVERSIONES V Y B LIMITADA|E000043284|78215740-K
SOC DE INVERSIONES VALLE FERTIL|E000043285|96933100-4
SOC DE INVERSIONES VELARDE Y BOD|E000043286|0-0
SOC DE INVERSIONES VENAR LIMITAD|E000043287|78458350-3
SOC DE INVERSIONES VENAR LIMITADA|E000043287|78458350-3
SOC DE INVERSIONES VIERZON S A|E000043288|99507390-0
SOC DE INVERSIONES VISION LIMITADA|E000043289|78314650-9
SOC DE INVERSIONES VOLCAN LIMITADA|E000043290|79621010-9
SOC DE INVERSIONES WIEL LIMITADA|E000043291|77003040-4
SOC DE INVERSIONES Y ADMINISTRAC|E000043292|0-0
SOC DE INVERSIONES Y ADMINISTRACION DE I|E000043293|0-0
SOC DE INVERSIONES Y ADMINISTRACION SANT|E000043294|0-0
SOC DE INVERSIONES Y ANTIGUEDADES MAX C|E000043295|78596750-K
SOC DE INVERSIONES Y ASESORIAS GOLFO DE|E000043296|79583000-6
SOC DE INVERSIONES Y ASESORIAS O|E000043298|0-0
SOC DE INVERSIONES Y ASESORIAS P|E000043299|0-0
SOC DE INVERSIONES Y ASESORIAS P C G O L|E000043300|78082270-8
SOC DE INVERSIONES Y ASESORIAS S|E000043301|0-0
SOC DE INVERSIONES Y ASESORIAS SANTA ANA|E000043302|76004965-4
SOC DE INVERSIONES Y CONSTRUCCIO|E000043304|0-0
SOC DE INVERSIONES Y GESTION DE EMPRESAS|E000043307|76426996-9
SOC DE INVERSIONES Y PROCESOS ME|E000043308|0-0
SOC DE INVERSIONES Y RENTA LIMIT|E000043310|79816030-3
SOCIEDAD DE INVERSIONES Y RENTA|E000043310|79816030-3
SOCIEDAD DE INVERSIONES Y RENTAS|E000043310|79816030-3
SOCIEDAD DE INVERSIONES Y RENTAS EL|E000043310|79816030-3
SOCIEDAD DE INVERSIONES Y RENTISTA D|E000043310|79816030-3
SOCIEDAD INVERSIONES Y RENTAS EL|E000043310|79816030-3
SOC DE INVERSIONES Y RENTAS ARMA|E000043311|79502430-1
SOC DE INVERSIONES Y RENTAS ATLANTIS LIM|E000043312|96566070-4
SOC DE INVERSIONES Y RENTAS DAVID SARPI|E000043313|78120090-5
SOC DE INVERSIONES Y RENTAS GERO|E000043314|79502430-1
SOC DE INVERSIONES Y RENTAS LIGU|E000043315|79502430-1
SOC DE INVERSIONES Y RENTAS PUERTO MAYOR|E000043316|78741300-5
SOC DE INVERSIONES Y RENTAS QUALITY LIMI|E000043317|79502430-1
SOC DE INVERSIONES Y RENTAS SAN|E000043318|96592850-2
SOC DE INVERSIONES Y SERVICIOS A|E000043319|0-0
SOC DE INVERSIONES Y SERVICIOS IXTAPA LT|E000043320|78485080-3
SOC DE INVERSIONES Y SERVICIOS O|E000043321|0-0
SOC DE INVERSIONES Y SERVICIOS P|E000043322|0-0
SOC DE INVERSIONES Y SERVICIOS PRO FESIO|E000043323|0-0
SOC DE INVERSIONES Y SERVICIOS PRO INGEN|E000043324|78739620-8
SOC DE INVERSIONES Y SERVICIOS PROFESION|E000043325|0-0
SOC DE INVERSIONES YAGAL LTDA|E000043326|78880820-8
SOCIEDAD DE INVERSIONES YAGAL LI|E000043326|78880820-8
SOCIEDAD DE INVERSIONES YAGAL LIM|E000043326|78880820-8
SOCIEDAD DE INVERSIONES YAGAL LIMITADA|E000043326|78880820-8
SOC DE INVERSIONES YANG GROUP S|E000043327|96930730-8
SOC DE INVERSIONES YANG GROUP S A|E000043327|96930730-8
SOCIEDAD DE INVERSIONES YANG GRO|E000043327|96930730-8
SOC DE INVERSIONES YGESTION EMPRESARIAL|E000043328|76261230-5
SOC DE INVERSIONES YOLANDA INOSTROZA Y C|E000043329|77637875-5
SOC DE INVERSIONES ZALA Y ZALA L|E000043330|77616750-9
SOC DE INVERSIONES ZION LIMITADA|E000043331|0-0
SOCIEDAD DE INVERSIONES ZION LIM|E000043331|0-0
SOC DE INVERSIONES ZULU LTDA|E000043332|0-0
SOCIEDAD DE INVERSIONES ZULU LIM|E000043332|0-0
SOC DE INVERSISONES OLICAN S A|E000043333|96797710-1
SOC DE INVESTIGACIONES GEOGRAFIA LT|E000043334|0-0
SOC DE INVESTIGACIONES MEDICAS L|E000043335|77535310-4
SOC DE NEGOCIOS INMOB LOS PASTOR|E000043336|0-0
SOC DE PERIODISMO ASESORIAS Y PUBLICIDAD|E000043337|76735130-5
SOC DE PLASTICOS C S D LTDA|E000043338|85953800-2
SOC DE PREST MEDICAS DR CARLOS P|E000043339|0-0
SOC DE PREST MEDICAS DR CARLOS PINTO GUE|E000043340|0-0
SOC DE PRESTACIONE4S MEDICAS OTO|E000043341|77884310-2
SOC DE PRESTACIONES MEDICAS LTDA|E000043341|77884310-2
SOC DE PRESTACIONES MEDICAS OTOE|E000043341|77884310-2
SOC DE PRESTACIONES MEDICAS OTON|E000043341|77884310-2
SOCIEDAD DE PRESTACIONES MEDICAS|E000043341|77884310-2
SOC DE PRESTACIONES MED DOS LTDA|E000043342|77301240-7
SOC DE PRESTACIONES MEDICAS AITKEN Y CIA|E000043343|78566260-1
SOC DE PRESTACIONES MEDICAS BLANCO Y ERR|E000043344|77092040-K
SOC DE PRESTACIONES MEDICAS CALV|E000043345|77740228-5
SOC DE PRESTACIONES MEDICAS E IN|E000043346|76504517-7
SOC DE PRESTACIONES MEDICAS E INVERS OSC|E000043346|76504517-7
SOCIEDAD DE PRESTACIONES MEDICAS E INVER|E000043346|76504517-7
SOC DE PRESTACIONES MEDICAS G Y V LIMITA|E000043347|77884310-2
SOC DE PRESTACIONES MEDICAS SALG|E000043348|77740228-5
SOC DE PRESTACIONES MEDICAS SN A|E000043349|77740228-5
SOC DE PRESTACIONES PROFESIONALES AGUIRR|E000043350|0-0
SOC DE PRODUCTOS AUTOADHESIVOS A|E000043351|84019500-7
SOC DE PROF ALONSO Y NEUMANN LTDA|E000043352|78603580-5
SOC DE PROFES ALONSO Y NEUMANN LTDA|E000043352|78603580-5
SOC DE PROF MARTINEZ MOYA LIMITA|E000043353|0-0
SOC DE PROF MED E INV BECKER Y C|E000043354|0-0
SOC DE PROF MEDICOS CALCAGNI Y B|E000043355|0-0
SOC DE PROFES TOLEDO Y CIA LTDA|E000043356|0-0
SOC DE PROFESIONALES ALCAZAR LIM|E000043357|78958370-6
SOC DE PROFESIONALES ALCAZAR LIMITADA|E000043357|78958370-6
SOC DE PROFESIONALES AYALA RUIZ|E000043358|76334083-K
SOC DE PROFESIONALES AYALA RUIZ Y CIA LT|E000043359|77696265-1
SOC DE PROFESIONALES CALDERON Y|E000043360|76109198-0
SOC DE PROFESIONALES CASAS   PEREZ LTDA|E000043361|78334350-9
SOC DE PROFESIONALES COBRANZAS A|E000043362|0-0
SOC DE PROFESIONALES CONTRERAS Y|E000043363|78735300-2
SOC DE PROFESIONALES CRISTIAN HE|E000043364|0-0
SOC DE PROFESIONALES E INVERS DR|E000043365|0-0
SOCIEDAD DE PROFESIONALES E INVE|E000043365|0-0
SOC DE PROFESIONALES E INVERSION|E000043366|0-0
SOC DE PROFESIONALES ECHEVERRIA Y COMPAN|E000043367|78923770-0
SOC DE PROFESIONALES EN GESTION INTEGRAL|E000043368|77538350-K
SOC DE PROFESIONALES INFOIUS LIM|E000043369|0-0
SOC DE PROFESIONALES IRURETA ABO|E000043370|0-0
SOC DE PROFESIONALES JAIME MANSILLA|E000043371|76873380-5
SOC DE PROFESIONALES JARA Y MART|E000043372|78007900-2
SOC DE PROFESIONALES KRAWCZYK LT|E000043373|78724140-9
SOCIEDAD DE PROFESIONALES KRAWCZYK L|E000043373|78724140-9
SOCIEDAD DE PROFESIONALES KRAWCZYK LTDA|E000043373|78724140-9
SOC DE PROFESIONALES LEYTON LIMITADA|E000043374|78512540-1
SOCIEDAD DE PROFESIONALES LEYTON|E000043374|78512540-1
SOC DE PROFESIONALES MATERNO INFAN TIL L|E000043375|0-0
SOC DE PROFESIONALES MATURANA Y|E000043376|77128130-3
SOC DE PROFESIONALES MEDICOS CAS|E000043377|76217934-2
SOC DE PROFESIONALES MEDICOS G|E000043378|76217934-2
SOC DE PROFESIONALES MEDICOS L|E000043379|76217934-2
SOC DE PROFESIONALES MEDICOS LTDA|E000043380|76217934-2
SOCIEDAD DE PROFESIONALES MEDICO|E000043380|76217934-2
SOC DE PROFESIONALES MIGUEL SOCI|E000043381|77217800-K
SOCIEDAD DE PROFESIONALES MIGUEL|E000043381|77217800-K
SOC DE PROFESIONALES MIGUEL SOCIAS GOMEZ|E000043382|77217800-K
SOC DE PROFESIONALES OBSTETRICIA|E000043383|78265420-9
SOC DE PROFESIONALES RIQUELME CRUZAT Y B|E000043384|0-0
SOC DE PROFESIONALES SERGIO BERNALES Y C|E000043385|0-0
SOC DE PROFESIONALES STEFANIC Y|E000043386|78706390-K
SOC DE PROFESIONALES STEFANIC Y URETA LT|E000043387|78706390-K
SOC DE PROFESIONALES TRATAMIENTO|E000043388|0-0
SOC DE PROFESIONALES ULLOA ASOCI|E000043389|77773190-4
SOC DE PROFESIONALES VEGA Y CIA|E000043390|76026517-9
SOC DE PROFESIONALES Y ASESORIAS|E000043391|0-0
SOC DE RENTAS 21 DE MAYO LTDA|E000043392|0-0
SOC DE RENTAS BID LIMITADA|E000043393|77864550-5
SOC DE RENTAS E INV PEHUENCO LTD|E000043394|76022001-9
SOC DE RENTAS E INVERS PEHUENCO LTD|E000043394|76022001-9
SOC DE RENTAS E INVERSIONES PEHUENC|E000043394|76022001-9
SOC DE RENTAS E INVERSIONES PEHUENCO LIM|E000043394|76022001-9
SOC DE RENTAS E INV PUYEHUE LTDA|E000043395|78377780-0
SOC DE RENTAS E INVERS MAJADILLA|E000043396|0-0
SOC DE RENTAS E INVERSIONES BAVA|E000043397|0-0
SOC DE RENTAS E INVERSIONES CERR|E000043398|0-0
SOC DE RENTAS E INVERSIONES TERFEL L|E000043399|78477560-7
SOC DE RENTAS E INVERSIONES VALL|E000043400|0-0
SOC DE RENTAS INMOB TORREMOLINOS Y CIA|E000043401|77892250-9
SOC DE RENTAS INMOBILIARIAS LIMI|E000043402|78648070-1
SOC DE RENTAS INMOBILIARIAS LIMITADA|E000043402|78648070-1
SOCIEDAD DE RENTAS INMOBILIARIAS|E000043402|78648070-1
SOCIEDAD INMOBILIARIA DE RENTAS|E000043402|78648070-1
SOCIEDAD INMOBILIARIA DE RENTAS LIMITADA|E000043402|78648070-1
SOC DE RENTAS INMOBILIARIAS TORREMOLINOS|E000043403|77892250-9
SOC DE RENTAS JUTTA LTDA|E000043404|79937640-7
SOC DE RENTAS LOS PORTONES LIMIT|E000043405|78042680-2
SOC DE RENTAS LOS PORTONES LTDA|E000043405|78042680-2
SOC DE RENTAS MASSU Y CIA|E000043406|0-0
SOC DE RENTAS MASSU Y CIA LTDA|E000043406|0-0
SOC DE RENTAS MASSU Y COMPANIA|E000043406|0-0
SOCIEDAD DE RENTAS MASSU Y CIA|E000043406|0-0
SOCIEDAD DE RENTAS MASSU Y COMPA|E000043406|0-0
SOC DE RENTAS PRETORIA LIMITADA|E000043407|0-0
SOC DE RENTAS PRETORIA LTDA|E000043407|0-0
SOCIEDAD DE RENTAS PRETORIA LIMI|E000043407|0-0
SOC DE REPRESENTACIONES JUDICIALES LIMIT|E000043408|77464210-2
SOC DE REPRESENTACIONES LIMITADA|E000043409|77123730-4
SOC DE REPRESENTACIONES LTDA|E000043409|77123730-4
SOC DE REPRESENTACIONES Y COMERC|E000043410|80128300-4
SOC DE SERVIC LATINOAMERICANA LTDA|E000043412|0-0
SOC DE SERVICIOS AGRICOLAS SERVIAGRO LTD|E000043413|76324845-3
SOC DE SERVICIOS BIG TRUCK LIMIT|E000043414|0-0
SOC DE SERVICIOS DE ASCENSORES T|E000043415|0-0
SOC DE SERVICIOS DE ASESORIA EN|E000043416|0-0
SOC DE SERVICIOS DE BIOINGENIERIA DE CHI|E000043417|76206610-6
SOC DE SERVICIOS E INVERSIONES L|E000043418|0-0
SOC DE SERVICIOS ELECTRONICOS LTDA|E000043419|76072860-8
SOC DE SERVICIOS GENERALES Y AGR|E000043420|76393231-1
SOC DE SERVICIOS GENERALES Y DE|E000043421|76393231-1
SOC DE SERVICIOS GRAL Y MANTENC|E000043422|0-0
SOC DE SERVICIOS INDUSTRIALES AU|E000043423|77337980-7
SOC DE SERVICIOS INGENIERIA Y VE|E000043424|76228351-4
SOC DE SERVICIOS INTEGRAL VALENZ|E000043425|0-0
SOC DE SERVICIOS LA CONSTRUCCION|E000043426|96576350-3
SOC DE SERVICIOS MAXIMA SEGURIDA|E000043427|0-0
SOC DE SERVICIOS MEDICOS ALCANTA|E000043429|77736928-8
SOC DE SERVICIOS MEDICOS CANDIA Y LE|E000043430|77991840-8
SOC DE SERVICIOS MEDICOS RONCO ILLANES L|E000043431|77368890-7
SOC DE SERVICIOS MEDICOS SANDAL|E000043432|77654260-1
SOC DE SERVICIOS MEDICOS Y ODONT|E000043433|77736928-8
SOC DE SERVICIOS PROFESIONALES A|E000043434|0-0
SOC DE SERVICIOS PROFESIONALES CERRO VIE|E000043435|77589250-1
SOC DE SERVICIOS PROFESIONALES E|E000043436|0-0
SOC DE SERVICIOS PROFESIONALES ENRIQUE O|E000043437|0-0
SOC DE SERVICIOS PROFESIONALES EUROPA LI|E000043438|78758790-9
SOC DE SERVICIOS PROFESIONALES V|E000043439|0-0
SOC DE SERVICIOS PSICOTERAPEUTICOS LIMIT|E000043440|78827740-7
SOC DE SERVICIOS QUIRUGICOS CLINICA ESTO|E000043441|78536860-6
SOC DE SERVICIOS SCHONHERR Y CIA|E000043442|78177570-3
SOC DE SERVICIOS SOEM Y CIA LTDA|E000043443|79669730-K
SOC DE SERVICIOS SPLICE CHILE TELECOMUNI|E000043444|76594160-1
SOC DE SERVICIOS TRANSBE LIMITAD|E000043445|0-0
SOCIEDAD DE SERVICIOS TRANSBE LT|E000043445|0-0
SOC DE SERVICIOS Y ASESORIAS MEDICAS LIM|E000043446|77760069-9
SOC DE SOCORROS MUTUOS DE FUNCIONARIOS D|E000043447|70402200-K
SOC DE TRANSP EL MIMBRAL LTDA|E000043451|78993940-3
SOC DE TRANSPORTE MESA PINA LIMITADA|E000043453|0-0
SOC DE TRANSPORTES EXPRESO SUR LTDA|E000043454|76839250-1
SOC DE TRANSPORTES SAAVEDRA LIMITADA|E000043455|79845750-0
SOC DE TRANSPORTES SERVICIOS Y M|E000043456|0-0
SOC DE TRANSPORTES STAR LTDA|E000043457|76521184-0
SOC DE TRANSPORTES Y COMERC TOP CARGO CH|E000043458|77749450-3
SOC DE VENTAS SERVICIOS INSTRUME|E000043459|0-0
SOC DE VIVIENDAS TAUB LTDA|E000043460|0-0
SOC DEPORTES PALESTINA SA|E000043461|91262000-K
SOC DIEGO PORTALES LTDA|E000043462|76096762-9
SOC DISENO Y CONSTRUCCION STIPO|E000043463|77601850-3
SOC DIST DE INSUMOS Y EQUIPOS CO|E000043465|0-0
SOC DIST E IMP FRAN LTDA|E000043466|0-0
SOC DISTRIB COM E INV LAURA CARE|E000043467|0-0
SOC DISTRIBUIDORA COMERCIAL E INVERSIONE|E000043468|79841240-K
SOC DISTRIBUIDORA DE ACEROS LIMITADA|E000043469|84751600-3
SOC DISTRIBUIDORA DE ALUMINIO S A|E000043470|96537940-1
SOC DISTRIBUIDORA DE PRODUCTOS C|E000043471|0-0
SOC DISTRIBUIDORA JORMI S A|E000043472|0-0
SOC DISTRIBUIDORA MEDICA LIMITADA|E000043473|76969630-K
SOC DISTRIBUIDORA MEDICA LTDA|E000043473|76969630-K
SOC DISTRIBUIDORA PAHUILMO LTDA|E000043474|0-0
SOC DISTRIBUIDORA UNOMARKET LIMITADA|E000043475|77225450-4
SOC DOCTOR LUIS ROSSEL Y CIA LTDA|E000043476|78505080-0
SOC DOCTOR PATRICIO STEVENS Y COMPANIA L|E000043477|77828340-9
SOC DONOSO Y PARGA LTDA|E000043478|0-0
SOC DR ARMANDO PINTO REYES LIMIT|E000043479|77456500-0
SOC DR PEDRO GARCIA Y CIA LTDA|E000043480|78298740-2
SOC E IMOB GASSET LIMITADA|E000043481|0-0
SOC E INMOB E INVER ANFORA LTDA|E000043482|0-0
SOC E INMOBILIARIA DONA SARA S A|E000043483|0-0
SOC E INV LA POZA DE ROSARIO LTDA|E000043484|77140580-0
SOC E INVERS RIO LOA LTDA|E000043485|77380130-4
SOC E INVERS VALLE APACIBLE LTDA|E000043486|0-0
SOC E INVERSIONES MACARENA LIMITADA|E000043487|79573890-8
SOC ECHASC LTDA|E000043489|0-0
SOC ED Y DE DESARROLLO INFANTIL|E000043490|0-0
SOC EDIF MISTRAL LTDA|E000043491|0-0
SOC EDIF UNION LTDA|E000043492|76290408-K
SOC EDIFICIO ARTURO BUHRCE 23 LTDA|E000043493|0-0
SOC EDIFICIO CARILLON LTDA|E000043494|0-0
SOC EDIFICIO CASA CUBANA LTDA|E000043495|0-0
SOC EDIFICIO MONEDA LTDA|E000043497|0-0
SOC EDIFICIO VIVACETA LTDA|E000043498|0-0
SOC EDUARDO SALAME Y COMP LTDA|E000043499|0-0
SOC EDUARDO SELAME COMP LTDA|E000043500|0-0
SOC EDUC ANDREW CARNEGIE COL LTD|E000043501|0-0
SOC EDUC ARAYA Y FREDES LIMITADA|E000043502|77470300-4
SOC EDUC BADILLA Y ALVAREZ LTDA|E000043503|76383339-9
SOC EDUC E INVEST PEDAGOGICAS LI|E000043504|0-0
SOC EDUC E INVEST PEDAGOGICAS LT|E000043504|0-0
SOC EDUC E INVEST PEDAGOGICAS LTDA|E000043504|0-0
SOC EDUC E INVESTIG PEDGOGICAS L|E000043504|0-0
SOC EDUC E INVESTIG PEDAGOGICAS|E000043505|0-0
SOC EDUCAC E INVEST PEDAGOGICAS|E000043505|0-0
SOC EDUC HERMANOS CARRERA CIA LT|E000043506|77576740-5
SOC EDUC INNOVACION E INTEGRACIO|E000043507|0-0
SOC EDUC OSORIO Y ARREPOL LIMITA|E000043509|0-0
SOC EDUC PAICAVI S A|E000043510|0-0
SOC EDUCACION AMPAE Y AMPAE LTDA|E000043511|79554980-3
SOC EDUCACIONAL ACEVAL GONZALEZ LTDA|E000043512|78289760-8
SOC EDUCACIONAL ALCE LIMITADA|E000043513|79692840-9
SOC EDUCACIONAL ALCE LTDA|E000043513|79692840-9
SOC EDUCACIONAL ALTAZOR LTDA|E000043514|77870860-4
SOC EDUCACIONAL ALTO MAIPU LTDA|E000043515|77674690-8
SOC EDUCACIONAL ANDY PAZ LTDA|E000043516|76075260-6
SOC EDUCACIONAL AUDILENCO LIMITA|E000043517|77798910-3
SOC EDUCACIONAL BAEZA LIMITADA|E000043518|77674690-8
SOC EDUCACIONAL BAYUK LTDA|E000043519|78888220-3
SOC EDUCACIONAL COLEGIO ANDINO S|E000043520|96836930-K
SOC EDUCACIONAL COLEGIO FRANCISC|E000043521|0-0
SOC EDUCACIONAL COMERCIAL INMOBILIARIA E|E000043522|77676950-9
SOC EDUCACIONAL CRISOL Y ALDUNATE LIMITA|E000043523|76206260-7
SOC EDUCACIONAL DE MAIPU LTDA|E000043524|86421400-2
SOC EDUCACIONAL DEL MAULE S A|E000043525|79772200-6
SOC EDUCACIONAL E INVEST PEDAGOG|E000043526|0-0
SOC EDUCACIONAL EDUTEC LIMITADA|E000043527|79525150-2
SOC EDUCACIONAL EDUTEC LTDA|E000043527|79525150-2
SOCIEDAD EDUCACIONAL EDUTEC LIMI|E000043527|79525150-2
SOC EDUCACIONAL HUECHURABA S A|E000043528|96858860-5
SOC EDUCACIONAL LA CALABAZA LIMITADA|E000043529|77674690-8
SOC EDUCACIONAL LAANTARO LTDA|E000043530|86938400-3
SOC EDUCACIONAL MAHUIDANCHE LTDA|E000043532|77674690-8
SOC EDUCACIONAL MI CASITA LTDA|E000043533|76123420-K
SOC EDUCACIONAL NAZARETH LTDA|E000043534|78700120-3
SOCIEDAD EDUCACIONAL NAZARETH LI|E000043534|78700120-3
SOC EDUCACIONAL OLNASEP LIMITADA|E000043535|77248720-7
SOC EDUCACIONAL OXFORD C Y CIA LTDA|E000043536|76978720-8
SOC EDUCACIONAL RUNNINGBROOK LTDA|E000043537|78380350-K
SOC EDUCACIONAL SAN ESTEBAN S A|E000043538|96510640-5
SOC EDUCACIONAL SANTA ELENA CIA|E000043539|76452560-4
SOC EDUCACIONAL TOMAS MORO LIMIT|E000043540|78056040-1
SOC EDUCACIONAL TRAIGUEN LIMITAD|E000043541|77360540-8
