cluster_id|rank|b_id|b_name|score
35242|2|78591390-6|LABORATORIO CLINICO CORDILLERA S.A|0.7424
35242|3|96982080-3|LABORATORIO CLINICO SAPUNAR S A|0.7174
35243|1|78022810-5|LABORATORIO CLINICO MEDICINA NUCLEAR LTDA|0.7969
35243|2|77447249-5|LABORATORIO CLINICO CHILE SPA|0.6917
35243|3|77841250-0|LABORATORIO CLINICO MEDISUR LIMITADA|0.6864
35244|1|77576930-0|LABORATORIO COSMETICO COLORBEL S.A|1.0
35244|2|77596940-7|LABORATORIO CHILE S A|0.6942
35244|3|99526700-4|LABORATORIO COSTANERA S A|0.6461
35245|1|99522620-0|LABORATORIO D&M PHARMA LIMITADA|0.7846
35245|2|76394174-4|LABORATORIO C&D PHARMA LIMITADA|0.7574
35245|3|76082104-7|LABORATORIO PHARMA ISA LIMITADA|0.753
35246|1|76349807-7|LABORATORIO DNA PREVENT II LIMITADA|1.0
35246|2|76353033-7|LABORATORIO DENTAL LIMITADA|0.6301
35246|3|77102325-8|LABORATORIO DENTAL LIMITADA|0.6301
35247|1|77596940-7|LABORATORIO CHILE S A|0.6549
35247|2|96505770-6|LABORATORIO DUKAY S A|0.6029
35247|3|76315570-6|LABORATORIO ROVIC SOCIEDAD ANONIMA|0.6008
35248|1|94398000-4|LABORATORIOS LAFI LIMITADA|1.0
35248|2|76372972-9|LABORATORIO CREATIVO LIMITADA|0.6697
35248|3|76473214-6|LABORATORIO LABOSAN LIMITADA|0.6641
35249|1|76108556-5|LABORATORIO LUIS PIZARRO VASQUEZ E.I.R.L.|1.0
35249|2|76245243-K|TRANSPORTES LUIS VASQUEZ E.I.R.L.|0.6796
35249|3|76790676-5|TRANSPORTES LUIS PIZARRO E.I.R.L.|0.6751
35250|1|77596940-7|LABORATORIO CHILE S A|0.7401
35250|2|76765230-5|LABORATORIO ANDINO SA|0.6731
35250|3|99526700-4|LABORATORIO COSTANERA S A|0.6504
35251|1|77596940-7|LABORATORIO CHILE S A|0.7082
35251|2|91042000-3|LABORATORIO PETRIZZIO LIMITADA|0.6771
35251|3|76865120-5|LABORATORIO CREATIVO SA|0.6682
35252|1|79519570-K|LABORATORIO QUIMICO GUAYACAN LIMITADA|1.0
35252|2|77644831-1|LABORATORIO ANÁLISIS QUÍMICO LIMITADA|0.7248
35252|3|76078937-2|LABORATORIO QUIMICO QUITECA LIMITADA|0.7196
35253|1|81350200-3|LABORATORIO RECCIUS LIMITADA|1.0
35253|2|76152682-0|LABORATORIO ALPES LTDA.|0.6565
35253|3|76252405-8|LABORATORIO TERRA LIMITADA|0.6467
35254|1|91546000-3|LABORATORIO SANDERSON SPA|0.7845
35254|2|77596940-7|LABORATORIO CHILE S A|0.7026
35254|3|76765230-5|LABORATORIO ANDINO SA|0.6959
35255|1|76252405-8|LABORATORIO TERRA LIMITADA|0.6738
35255|2|77785199-3|LABORATORIO VITALAB LIMITADA|0.6637
35255|3|76152682-0|LABORATORIO ALPES LTDA.|0.6616
35256|1|96776090-0|LABORATORIOS COESAM S A|1.0
35256|2|93681000-4|LABORATORIOS DAVIS SA|0.6623
35256|3|91650000-9|LABORATORIOS SAVAL S A|0.6605
35257|1|88636900-K|LABORATORIOS ASTRA CHILE S A|0.7007
35257|2|77596940-7|LABORATORIO CHILE S A|0.6863
35257|3|96809110-7|LABORATORIOS MICROSULES CHILE S A|0.6784
35258|1|78028610-5|LABORATORIOS L B C LIMITADA|1.0
35258|2|76183250-6|LABORATORIOS BELLCOS LIMITADA|0.6817
35258|3|94398000-4|LABORATORIOS LAFI LIMITADA|0.6809
35259|1|94398000-4|LABORATORIOS LAFI LIMITADA|0.7258
35259|2|93681000-4|LABORATORIOS DAVIS SA|0.6905
35259|3|91650000-9|LABORATORIOS SAVAL S A|0.682
35260|1|91637000-8|LABORATORIOS RECALCINE SA|1.0
35260|2|70485700-4|SIND DE TRABAJADORES DE LA EMPRESA LABORATORIOS RECALCINE SA|0.6957
35260|3|96617060-3|LABORATORIOS RAFFO S A|0.6617
35261|1|91871000-0|LABORATORIOS SILESIA SA|1.0
35261|2|91650000-9|LABORATORIOS SAVAL S A|0.6834
35261|3|93681000-4|LABORATORIOS DAVIS SA|0.6827
35262|1|79692060-2|ARAMA LABORATORIOS Y CIA LTDA|0.6639
35262|2|76301234-4|LABORATORIOS TRIOLAB ACONCAGUA Y COMPANIA LIMITADA.|0.637
35262|3|76932125-K|NSC LABORATORIOS Y CIA LIMITADA|0.6291
35263|1|76140241-2|LABORDA ABOGADOS SPA|1.0
35263|2|77705919-K|LABORALEGAL ABOGADOS SPA|0.6717
35263|3|76455706-9|LARRUY ABOGADOS SPA|0.5914
35264|1|78639300-0|LABORDA Y BUSTOS LIMITADA|1.0
35264|2|76293634-8|BUSTOS&BUSTOS LIMITADA|0.8356
35264|3|76862191-8|DIAZ Y BUSTOS LIMITADA|0.6995
35265|1|77116290-8|LARA Y COMPANIA LIMITADA|1.0
35265|2|76094135-2|LARA Y CIA LIMITADA|1.0
35265|3|76126958-5|LABRA Y COMPANIA LIMITADA|1.0
35266|1|96639320-3|LABRAVA SA|1.0
35266|2|76162371-0|NUEVA LABRADOR SA|0.4802
35266|3|91650000-9|LABORATORIOS SAVAL S A|0.4766
35267|1|77367974-6|INMOBILIARIA ROSA BLANCA LIMITADA|0.6518
35267|2|76146570-8|INMOBILIARIA ROSA BLANCA LIMITADA|0.6518
35267|3|77016722-1|LABRIN LIMITADA|0.6488
35268|1|77367865-0|COMERCIAL FRANCISCO JAVIER LIMITADA|0.6865
35268|2|77010576-5|FRANCISCO JAVIER CAYO CAYO SPA|0.5526
35268|3|77072571-2|SUPERMERCADO FRANCISCO JAVIER MACHUCA HENRIQUEZ E.I.R.L.|0.5422
35269|1|92491000-3|LABSA INVERSIONES LIMITADA|1.0
35269|2|76391945-5|INVERSIONES LABSA LIMITADA|0.9238
35269|3|76424596-2|LAB INVERSIONES LIMITADA|0.6918
35270|1|76919285-9|SERVICIOS  AGUIRRE LIMITADA|0.561
35270|2|77497625-6|COMERCIAL AGUIRRE SPA|0.5544
35270|3|77658205-0|COMERCIAL AGUIRRE SPA|0.5544
35271|1|78917090-8|COMERCIAL BEGONIA LIMITADA|0.583
35271|2|77497625-6|COMERCIAL AGUIRRE SPA|0.5643
35271|3|77658205-0|COMERCIAL AGUIRRE SPA|0.5643
35272|1|78333910-2|INMOBILIARIA GLORIA LTDA|0.5629
35272|2|77324484-7|LA GLORIA SPA|0.56
35272|3|77719649-9|LA GLORIA SPA|0.56
35273|1|77729516-0|SERVIAGRO CAMINO DE COMPOSTELA SPA|0.4828
35273|2|77593940-0|TURISMO CAMINO DE ULMOS LIMITADA|0.4741
35273|3|77654475-2|CAMINO SPA|0.4721
35274|1|77395836-K|MARIA TERESA SPA|0.6961
35274|2|77857913-8|AGRICOLA MARIA TERESA SPA|0.6469
35274|3|56069220-K|CONDOMINIO MARIA TERESA|0.6092
35275|1|77077278-8|DIAZ SPA|0.5552
35275|2|76834103-6|DÍAZ SPA|0.5552
35275|3|76099929-6|LUIS RAMON LUCERO DIAZ, INVERSIONES E.I.R.L.|0.5231
35276|1|77077278-8|DIAZ SPA|0.6089
35276|2|76834103-6|DÍAZ SPA|0.6089
35276|3|53304826-9|SUCESION VALLEJOS DIAZ SERGIO|0.5637
35277|1|76313466-0|FORESTAL ESTEBAN ARMANDO PEREIRA MUÑOZ  E.I.R.L.|0.5644
35277|2|77624885-1|ARMANDO ESTEBAN GUTIERREZ MARTINEZ SPA|0.5616
35277|3|76233798-3|PESCA ARTESANAL ARMANDO ESTEBAN COLIN MAIMAI E.I.R.L.|0.553
35278|1|76818855-6|SERVICIOS GUZMAN SPA|0.5757
35278|2|78020552-0|SERVICIOS GUZMÁN SPA|0.5757
35278|3|77428715-9|COMERCIAL GUZMAN SPA|0.5635
35279|1|77320168-4|JOSE MARIA SPA|0.6771
35279|2|76719316-5|MARIA JOSE SPA|0.6765
35279|3|77816438-8|AGRÍCOLA MARÍA JOSÉ SPA|0.6282
35280|1|77736061-2|ODONTOLOGIA FRANCISCA PARRA E.I.R.L.|0.5859
35280|2|77105556-7|FRANCISCO PARRA SPA|0.5631
35280|3|78039487-0|COMERCIAL PARRA PARRA SPA|0.5569
35281|1|77712066-2|TRANSPORTES MARIA CELESTE SPA|0.6583
35281|2|76532847-0|LUZ MARIA ROJAS LIMITADA|0.5993
35281|3|77569452-1|ROJAS ROJAS SPA|0.5727
35282|1|77315859-2|SEPULVEDA SPA|0.5656
35282|2|77759625-K|SEPULVEDA SPA|0.5656
35282|3|76662843-5|SEPULVEDA SPA|0.5656
35283|1|77914274-4|KINESIOLOGIA MARIA SOLEDAD LACAMARA SUAREZ E.I.R.L.|0.7843
35283|2|77465497-6|MARIA SOLEDAD SPA|0.7048
35283|3|76117583-1|INVERSIONES MARIA SOLEDAD LIMITADA|0.6275
35284|1|76097641-5|COMERCIAL PATRICIA LIMITADA|0.5514
35284|2|77971185-4|AGRICOLA GLORIA LIMITADA|0.5407
35284|3|78333910-2|INMOBILIARIA GLORIA LTDA|0.5294
35285|1|76917847-3|LACASSIE HASBUN SPA|1.0
35285|2|78045279-K|FERRADA HASBUN SPA|0.6177
35285|3|96516630-0|HASBUN KATTAN SPA|0.5604
35286|1|77228330-K|LACRAMPETTE SWITCHGEAR SPA|0.7371
35286|2|77202390-1|DANILLA Y LACRAMPETTE LIMITADA|0.5319
35286|3|76219480-5|COMERCIALIZADORA SWITCH LIMITADA|0.4222
35287|1|77303244-0|LADERA SUR CONSTRUCTORA SOCIEDAD LIMITADA|0.8711
35287|2|77184577-0|SOCIEDAD AGRÍCOLA LADERA SUR LIMITADA EL LIQUIDACION|0.7565
35287|3|77538330-5|SOC COMERCIAL LADERA LIMITADA|0.7298
35288|1|78620770-3|GUEVARA Y CIA LIMITADA|0.8059
35288|2|76863081-K|GUEVARA Y COMPANIA LIMITADA|0.8059
35288|3|76965675-8|GUEVARA Y COMPAÑÍA LIMITADA|0.8059
35289|1|76012197-5|INVERSIONES INC LIMITADA|0.5336
35289|2|77558009-7|MPC FINANCIAL SPA|0.5205
35289|3|76470863-6|INC INGENIERIA SPA|0.5189
35290|1|82583200-9|LAENGLE Y COMPANIA S A|1.0
35290|2|96857200-8|LARRAIN MANRIQUEZ Y CIA S A|0.5535
35290|3|86382000-6|LAZO Y COMPANIA PRODUCTORA DE SEGUROS S A|0.4768
35291|1|84119100-5|PEREZ LAGARRIGUE Y CIA LTDA|0.8745
35291|2|77702409-4|LAGOS Y COMPAÑÍA LIMITADA|0.6582
35291|3|76039605-2|LAGOS Y COMPANIA LIMITADA|0.6582
35292|1|77145086-5|LAGFREIX SPA|1.0
35292|2|77784606-K|LANIMA SPA|0.4115
35292|3|76789735-9|LABRAS SPA|0.4039
35293|1|76336241-8|SOCIEDAD LAGNIEL SPA|0.6141
35293|2|76365132-0|INVERSIONES ESPINOZA LAGNIEL SPA|0.6006
35293|3|76305849-2|LAGOS, CUADRA COMPAÑIA LIMITADA|0.4604
35294|1|77188280-3|INVERSIONES RAPEL S A|0.7739
35294|2|96994640-8|INMOBILIARIA E INVERSIONES LAGO RAPEL S A|0.7283
35294|3|76247924-9|LAGO RAPEL FONDO DE INVERSION PRIVADO|0.7049
35295|1|77328721-K|LAGOPOL SPA|1.0
35295|2|76780624-8|LAGO LANALHUE SPA|0.4688
35295|3|76794064-5|LAGO CONDOR SPA|0.4663
35296|1|77349436-3|AGRICOLA JARAMILLO SPA|0.5608
35296|2|76894132-7|JARAMILLO CONSTRUCCIONES LIMITADA|0.5583
35296|3|77787027-0|COMERCIAL JARAMILLO SPA|0.5542
35297|1|77748371-4|ALEJANDRO SPA|0.6166
35297|2|76483283-3|COMERCIAL MERCADO LIMITADA|0.5509
35297|3|76255911-0|ASESORIAS MERCADO SPA|0.5491
35298|1|76283097-3|INMOBILIARIA OVALLE S.A.|0.5773
35298|2|79741490-5|INVERSIONES ISABEL DE ZARATE S A|0.5432
35298|3|56085350-5|COMUNIDAD DE EDIFICIO MARIA ISABEL|0.534
35299|1|76447148-2|LAGOS ROA SPA|1.0
35299|2|77141259-9|LAGOS SPA|0.8276
35299|3|76449221-8|ROA SPA|0.744
35300|1|77702409-4|LAGOS Y COMPAÑÍA LIMITADA|1.0
35300|2|76039605-2|LAGOS Y COMPANIA LIMITADA|1.0
35300|3|76264705-2|LAGOS Y COMPANIA LIMITADA|1.0
35301|1|78530120-K|LAGOS Y LAGOS ASESORIAS E INVERSIONES LIMITADA|0.7122
35301|2|77768112-5|ASESORIAS E INVERSIONES LAGOS SPA|0.6915
35301|3|77463823-7|LAGOS ASESORÍAS SPA|0.6733
35302|1|76395061-1|LAGOS Y LAGOS LIMITADA|1.0
35302|2|89913500-8|LAGOS Y LAGOS LIMITADA|1.0
35302|3|77067688-6|TORRES & LAGOS LIMITADA|0.8731
35303|1|76792811-4|LAGUARDIA SPA|1.0
35303|2|76844779-9|LAGUNA BRAVA SPA|0.4665
35303|3|77145086-5|LAGFREIX SPA|0.4387
35304|1|76415445-2|LAGUNA CENTRO 1 SPA|1.0
35304|2|76415448-7|LAGUNA CENTRO 2 SPA|0.7569
35304|3|76415453-3|LAGUNA CENTRO 3 SPA|0.7515
35305|1|76415448-7|LAGUNA CENTRO 2 SPA|1.0
35305|2|76415445-2|LAGUNA CENTRO 1 SPA|0.7516
35305|3|76415453-3|LAGUNA CENTRO 3 SPA|0.7515
35306|1|76415453-3|LAGUNA CENTRO 3 SPA|1.0
35306|2|76415448-7|LAGUNA CENTRO 2 SPA|0.7569
35306|3|76415445-2|LAGUNA CENTRO 1 SPA|0.7516
35307|1|76415456-8|LAGUNA CENTRO 4 SPA|1.0
35307|2|76415448-7|LAGUNA CENTRO 2 SPA|0.7569
35307|3|76415445-2|LAGUNA CENTRO 1 SPA|0.7516
35308|1|77329595-6|LAGUNA VERDE SPA|1.0
35308|2|78034247-1|LAGUNA VERDE SPA|1.0
35308|3|76584986-1|LAGUNA VERDE SPA|1.0
35309|1|76772387-3|LAGUNAS SUC SPA|1.0
35309|2|77435591-K|LOS LAGUNAS SPA|0.7296
35309|3|76607449-9|INVERSIONES LAGUNAS SPA|0.6867
35310|1|77704709-4|LAHA SPA|1.0
35310|2|76983925-9|METAL MECANICA Y MONTAJE LAHA SPA|0.4949
35310|3|77784606-K|LANIMA SPA|0.4716
35311|1|78141500-6|LAHSEN Y LAHSEN LIMITADA|1.0
35311|2|76685200-9|LAHSEN & LAHSEN LIMITADA|1.0
35311|3|83000400-9|MARIO LAHSEN Y CIA LTDA|0.7352
35312|1|77730906-4|LALOMA SPA|1.0
35312|2|77243096-5|LAFLORA SPA|0.5245
35312|3|77784606-K|LANIMA SPA|0.4884
35313|1|76063912-5|LAMA ABOGADOS SPA|1.0
35313|2|77119435-4|ASESORIAS LAMA ABOGADOS SPA|0.8402
35313|3|76840582-4|LAMA SPA|0.7866
35314|1|76569151-6|LAMAC BROS SPA|1.0
35314|2|76820519-1|BROS SPA|0.7863
35314|3|77330167-0|BROS SPA|0.7863
35315|1|76107623-K|LAMANO ESTUDIO GRAFICO LIMITADA|1.0
35315|2|76566483-7|C Y S ESTUDIO GRAFICO LIMITADA|0.7232
35315|3|76548277-1|NUVÓ ESTUDIO GRÁFICO LIMITADA|0.7082
35316|1|77266250-5|LAMAS DRESDNER Y COMPANIA LIMITADA|1.0
35316|2|89124500-9|N LAMAS Y COMPANIA LIMITADA|0.7334
35316|3|76013744-8|LAMA Y COMPANIA LIMITADA|0.6663
35317|1|77437375-6|DEL ROSARIO SPA|0.6591
35317|2|76979728-9|COMERCIALIZADORA DEL ROSARIO SPA|0.6294
35317|3|77601163-0|INVERSIONES DEL ROSARIO LIMITADA|0.6292
35318|1|76154489-6|MERCADO SPA|0.6119
35318|2|77646065-6|ANTONIO SPA|0.5601
35318|3|76029182-K|ANTONIO BRAVO LAMAS COMUNICACIONES E.I.R.L.|0.5455
35319|1|79657030-K|LAMBDA CONSTRUCCIONES COMPANIA LIMITADA|1.0
35319|2|76485399-7|LAMBDA TELECOMUNICACIONES LIMITADA|0.6754
35319|3|76401117-1|COMERCIAL LAMBDA CHILE LIMITADA|0.6182
35320|1|79657030-K|LAMBDA CONSTRUCCIONES COMPANIA LIMITADA|0.8834
35320|2|77189534-4|LAMBDA SERVICIOS SPA|0.5857
35320|3|77110652-8|COMERCIAL LAMBDA SPA|0.5732
35321|1|78894200-1|INVERSIONES OLIVA LTDA|0.6983
35321|2|77693634-0|OLIVA Y OLIVA LIMITADA|0.6844
35321|3|76674013-8|OLIVA HERMANOS LIMITADA|0.6167
35322|1|76392950-7|LANALHUE SOCIEDAD ANONIMA|1.0
35322|2|78040860-K|INVERSIONES LANALHUE S.A.|0.7964
35322|3|96817130-5|ASESORIAS LANALHUE S A|0.7482
35323|1|77834271-5|TRANSPORTES DINA LIMITADA|0.7002
35323|2|79781860-7|LANAS DINA SPA|0.6906
35323|3|77312945-2|LANAS ARAUCANIA LIMITADA|0.645
35324|1|77519750-1|LANCER CHILE LIMITADA DISPENSADORES Y MAQUINARIAS|0.7334
35324|2|76439465-8|LANFLOR CHILE LIMITADA|0.4843
35324|3|76406697-9|DISPAPEL CHILE LIMITADA|0.48
35325|1|77519750-1|LANCER CHILE LIMITADA DISPENSADORES Y MAQUINARIAS|0.692
35325|2|76788758-2|CHILE DISEÑA SOCIEDAD LIMITADA|0.5383
35325|3|76032094-3|COMERCIALIZADORA DISPENSA CHILE LIMITADA|0.5336
35326|1|78078930-1|LANDA CONSULTORES LIMITADA|0.9026
35326|2|78988120-0|AUDITORES CONSULTORES LIMITADA|0.8657
35326|3|78658560-0|AUDITORES Y CONSULTORES LIMITADA|0.767
35327|1|76871852-0|MERCADO DEL VALLE SPA|0.5676
35327|2|76217808-7|MERCADO DEL AGRO SPA|0.5616
35327|3|76937621-6|MERCADO DEL CAMPO SPA|0.546
35328|1|77710987-1|FRANCISCO SPA|0.5928
35328|2|76453733-5|TRANSPORTES LANDAETA LIMITADA|0.5649
35328|3|76483283-3|COMERCIAL MERCADO LIMITADA|0.5494
35329|1|77364436-5|FERRETERIA ROBERTO ANTONIO FUENZALIDA LANDAETA E.I.R.L.|0.6536
35329|2|77116658-K|ROBERTO ANTONIO MIRANDA LAGOS E.I.R.L.|0.5415
35329|3|77281604-9|SUPERMERCADO ROBERTO ANTONIO GALAZ OLIVA E.I.R.L.|0.5399
35330|1|78927290-5|CONTRERAS E HIJO LIMITADA|0.7051
35330|2|77415650-K|MUNOZ E HIJO LIMITADA|0.7026
35330|3|78666180-3|FERNANDEZ E HIJO LIMITADA|0.6996
35331|1|76093077-6|CAPDEVILLE LIMITADA|0.6889
35331|2|76157428-0|CAPDEVILLE & YOVANE LIMITADA|0.6036
35331|3|78053630-6|LANAS Y CIA LTDA|0.6005
35332|1|76484114-K|LANDEN SPA|0.5597
35332|2|77575408-7|LANDSKRON SPA|0.4818
35332|3|77193406-4|LANUS SPA|0.4701
35333|1|90871000-2|LANERA CHILENA S A|1.0
35333|2|76016299-K|LABORATORIO CHILLAN S.A.|0.4874
35333|3|96553000-2|LATINVEST CHILE S A|0.4635
35334|1|76256677-K|LANGE Y COMPANIA LIMITADA|0.6205
35334|2|77479660-6|LANGE DONOSO Y COMPANIA LIMITADA|0.5525
35334|3|83106200-2|LANZ Y CIA LTDA.|0.5473
35335|1|77790066-8|LANITA SPA|1.0
35335|2|77142313-2|LANITA SPA|1.0
35335|3|77636337-5|LA RUTA DE LANITA SPA|0.661
35336|1|96674960-1|LANIX TECHNOLOGY CHILE S A|1.0
35336|2|76270907-4|BLUE TECHNOLOGY CHILE S.A.|0.7422
35336|3|76897750-K|PERFECT TECHNOLOGY CHILE SA|0.685
35337|1|76264403-7|LAP INMOBILIARIA LIMITADA|1.0
35337|2|76127310-8|LAP CONSULTORES LIMITADA|0.6572
35337|3|76083878-0|CONSTRUCTORA LAP LIMITADA|0.6371
35338|1|76033141-4|LAPENA - VIDELA LIMITADA|1.0
35338|2|77883090-6|VIDELA Y VIDELA LIMITADA|0.6972
35338|3|77335072-8|BARRALES VIDELA LIMITADA|0.6386
35339|1|76442276-7|LAPIN SPA|1.0
35339|2|76132767-4|LAPIN SPA|1.0
35339|3|77680078-3|LAPIN BLUE SPA|0.8151
35340|1|76186814-4|ASESORIAS E INVERSIONES LAQUI LIMITADA|0.5191
35340|2|77779691-7|LAFEGARCIA LIMITADA|0.414
35340|3|76295359-5|LAUR CHOCOLATERIA LIMITADA|0.3923
35341|1|77640471-3|SERVICIOS FRANCISCO LARA  SPA|0.666
35341|2|77710987-1|FRANCISCO SPA|0.6186
35341|3|76621854-7|CONSTRUCCIONES FRANCISCO LARA LIMITADA|0.6138
35342|1|76444651-8|LARA PETINELLI E HIJOS LTDA|1.0
35342|2|78358440-9|LARA E HIJOS LIMITADA|0.8432
35342|3|76315271-5|LARA E HIJOS LIMITADA|0.8432
35343|1|76521859-4|LARACH SPA|1.0
35343|2|76505861-9|FRANCISCA LARACH SPA|0.7357
35343|3|50210860-3|LARACH MOFDE SALEM Y OTRO|0.6041
35344|1|76576448-3|LARCO CABANAS LAURENT INVERSIONES LIMITADA|1.0
35344|2|78928050-9|INVERSIONES PETIT-LAURENT LIMITADA|0.5983
35344|3|77599821-0|TRANSPORTES CABAÑAS LIMITADA|0.5843
35345|1|76894718-K|LARES CF SPA|1.0
35345|2|77982714-3|LOS LARES SPA|0.6586
35345|3|77451357-4|SERVICIOS LARES SPA|0.6324
35346|1|76576448-3|LARCO CABANAS LAURENT INVERSIONES LIMITADA|0.7158
35346|2|76034352-8|INVERSIONES CABA LIMITADA|0.6859
35346|3|76156126-K|INVERSIONES CABA LIMITADA|0.6859
35347|1|77364150-1|LAROS AUDITORES CONSULTORES LIMITADA|1.0
35347|2|78988120-0|AUDITORES CONSULTORES LIMITADA|0.8674
35347|3|78658560-0|AUDITORES Y CONSULTORES LIMITADA|0.775
35348|1|76063686-K|DRA. MARCELA LARRAGUIBEL ASOCIADOS SPA|0.6097
35348|2|76465463-3|INVERSIONES LARRAGUIBEL SPA|0.5881
35348|3|77786914-0|TRANSPORTES LARRAGUIBEL SPA|0.573
35349|1|77839870-2|LARRAIN Y COMPANIA LIMITADA|0.884
35349|2|85500600-6|LARRAIN Y CIA LTDA|0.884
35349|3|78042470-2|LARRAIN Y COMPANIA LIMITADA|0.884
35350|1|77105899-K|COMERCIALIZADORA MARIA CECILIA SPA|0.6515
35350|2|77741521-2|INVERSIONES MARIA CECILIA SPA|0.6246
35350|3|65162431-2|CORPORACION EDUCACIONAL MARIA CECILIA|0.589
35351|1|77771775-8|LARRAIN SPA|0.6922
35351|2|76154489-6|MERCADO SPA|0.6279
35351|3|77268932-2|MERCADO SPA|0.6279
35352|1|80536800-4|LARRAIN PRIETO RISOPATRON SOCIEDAD ANONIMA|0.825
35352|2|76537207-0|LARRAÍN PRIETO & COMPAÑÍA LIMITADA|0.6794
35352|3|77839870-2|LARRAIN Y COMPANIA LIMITADA|0.6575
35353|1|80537000-9|LARRAIN VIAL SA CORREDORA DE BOLSA|0.9065
35353|2|93883000-2|LARRAIN VIAL SPA|0.7213
35353|3|76313480-6|LARRAIN VIAL INVERSIONES LIMITADA|0.6516
35354|1|77839870-2|LARRAIN Y COMPANIA LIMITADA|1.0
35354|2|85500600-6|LARRAIN Y CIA LTDA|1.0
35354|3|78042470-2|LARRAIN Y COMPANIA LIMITADA|1.0
35355|1|80537300-8|LARRAIN Y VALDES LTDA|1.0
35355|2|77435074-8|VALDÉS Y VALDÉS LIMITADA|0.8189
35355|3|79788590-8|VALDES Y VALDES  LIMITADA|0.8189
35356|1|76154489-6|MERCADO SPA|0.6036
35356|2|77268932-2|MERCADO SPA|0.6036
35356|3|76483283-3|COMERCIAL MERCADO LIMITADA|0.5594
35357|1|76434783-8|LARRONDO INGENIERIA DE SOFTWARE LIMITADA|0.9425
35357|2|78370860-4|INGENIERIA DE SOFTWARE LIMITADA|0.8057
35357|3|77469992-9|INGENIERIA DE SOFTWARE SPA|0.7735
35358|1|78942780-1|INMOBILIARIA LAS ACACIAS SPA|0.8152
35358|2|76791740-6|INMOBILIARIA LAS ACACIAS SPA|0.8152
35358|3|76423985-7|INMOBILIARIA E INVERSIONES LAS ACACIAS SPA|0.6888
35359|1|78505420-2|LAS AGUILAS INMOBILIARIA Y DE INVERSIONES LIMITADA|0.7594
35359|2|76164259-6|LAS AGUILAS BICEFALAS INMOBILIARIA Y DE INVERSIONES LIMITADA|0.7019
35359|3|76167244-4|INMOBILIARIA LAS AGUILAS LIMITADA|0.6855
35360|1|78924400-6|AGRICOLA LAS AGUILAS LIMITADA|0.8479
35360|2|77964450-2|COMERCIAL LAS AGUILAS LTDA|0.817
35360|3|76005960-9|TRANSPORTE LAS AGUILAS LIMITADA|0.8043
35361|1|96976290-0|LAS ARAUCARIAS S A|1.0
35361|2|76496060-2|LAS ARAUCARIAS S.A.|1.0
35361|3|96803750-1|LAS ARAUCARIAS SOCIEDAD ANONIMA|1.0
35362|1|70019800-6|LAS ASAMBLEAS DE DIOS|0.9104
35362|2|70013470-9|ASAMBLEAS DE DIOS|0.8088
35362|3|70019803-0|CORP EVANGELICA LAS ASAMBLEAS DE DIOS|0.7467
35363|1|76924188-4|LAS BELLOTAS SPA|0.7563
35363|2|96967340-1|ADMINISTRACIONES LAS BELLOTAS S A|0.75
35363|3|76866256-8|LAS BELLOTAS PROPIEDADES SPA|0.6103
35364|1|77379693-9|LAS CRUCES SPA|1.0
35364|2|77311434-K|LAS CRUCES SPA|1.0
35364|3|77881127-8|LICORES LAS CRUCES SPA|0.845
35365|1|76503411-6|LAS CUJAS SPA|1.0
35365|2|76200322-8|LAS CUJAS SPA|1.0
35365|3|76885409-2|LAS CUJAS SPA|1.0
35366|1|76446564-4|LAS FAUFAS SPA|1.0
35366|2|76681374-7|INMOBILIARIA LAS FANEGAS SPA|0.4526
35366|3|77881714-4|CASA DE LAS FARIO SPA|0.4493
35367|1|76091418-5|LAS FLORES SPA|1.0
35367|2|77926267-7|LAS FLORES SPA|1.0
35367|3|77838988-6|CASA LAS FLORES SPA|0.8582
35368|1|76292550-8|LAS FRONTERAS LIMITADA|1.0
35368|2|77598599-2|SOCIEDAD FRONTERAS LIMITADA|0.7607
35368|3|76910809-2|TRES FRONTERAS LIMITADA|0.7432
35369|1|78858510-1|LAS GREDAS INMOBILIARIAS LIMITADA|1.0
35369|2|79672840-K|INMOBILIARIA LAS GREDAS LIMITADA|0.8838
35369|3|76452826-3|ASESORIAS INMOBILIARIAS LIMITADA|0.7211
35370|1|76618572-K|LAS GUAITECAS SPA|1.0
35370|2|77784409-1|INVERSIONES LAS GUAITECAS SPA|0.8404
35370|3|77709173-5|GUAITECAS SPA|0.8107
35371|1|76265819-4|LAS HUALTATAS II SPA|1.0
35371|2|76715381-3|LAS HUALTATAS SPA|0.8634
35371|3|77447487-0|LAS HUALTATAS SPA.|0.8634
35372|1|76715381-3|LAS HUALTATAS SPA|1.0
35372|2|77447487-0|LAS HUALTATAS SPA.|1.0
35372|3|76575782-7|LAS HUALTATAS SPA|1.0
35373|1|76793500-5|LAS JUNTAS SPA|1.0
35373|2|78063507-K|LAS JUNTAS SPA|1.0
35373|3|78007277-6|AGRO LAS JUNTAS SPA|0.8447
35374|1|96942050-3|LAS LAVANDULAS S.A.|1.0
35374|2|96779600-K|LAVANDULAS S A|0.8973
35374|3|76550268-3|LAS LAVÁNDULAS SPA|0.7602
35375|1|77570374-1|LAS LOICAS SPA|1.0
35375|2|77367706-9|LAS LOICAS SPA|1.0
35375|3|78076944-0|LAS LOICAS SPA|1.0
35376|1|89093800-0|LAS MALVAS S.A.|1.0
