propietario|rut|prop_tgr_id
SOC DE DESARROLLO AGUA DEL PALO LTD|79759920-4|E000042470
SOC DE DESARROLLO E INV R Y L LT|78478010-4|E000042471
SOC DE DESARROLLO E INVERSIONES R Y L LT|78478010-4|E000042471
SOC DE DESARROLLO INMOBILIARIO SA|0-0|E000042472
SOC DE DESARROLLO RIO CARAMPANGU|88416700-0|E000042473
SOC DE DESARROLLO RIO CARAMPANGUE LTDA|88416700-0|E000042473
SOC DE DESARROLLO TECNOLOGIAS DE INFORMA|0-0|E000042474
SOC DE DESARROLLO TECNOLOGICO LI|77442380-K|E000042475
SOC DE DESARROLLO TECNOLOGICO LIMITA|77442380-K|E000042475
SOC DE DESARROLLO TECNOLOGICO LIMITADA|77442380-K|E000042475
SOCIEDAD DE DESARROLLO TECNOLOGICO SPA|77442380-K|E000042475
SOC DE DIFUSION ARMONIA LIMITADA|78007770-0|E000042476
SOC DE EE DE TESORERIAS DE LA REP|0-0|E000042477
SOC DE ESCRITORES DE CHILE|70022270-5|E000042478
SOCIEDAD DE ESCRITORES DE CHILE|70022270-5|E000042478
SOC DE ESPECIALIDADES MEDICAS LT|76920670-1|E000042479
SOC DE ESPECTACULO MIRAFLORES LTDA|79651570-8|E000042480
SOC DE ESPECTACULOS MIRAFLORES LTDA|79651570-8|E000042480
SOC ESPECTACULOS MIRAFLORES LTDA|79651570-8|E000042480
SOC DE EXPLORACION Y DESARROLLO MINERO|79812520-6|E000042481
SOC DE FABRICACION COMERCIALIZAC|0-0|E000042482
SOC DE GINECOLOGIA Y DERMATOLOGIA LTDA|78478320-0|E000042483
SOCIEDAD DE GINECOLOGIA Y DERMATOLOGIA S|78478320-0|E000042483
SOC DE IMP STEALTH LTDA|0-0|E000042484
SOC DE ING  Y CONST  NORTE SUR LTDA|0-0|E000042485
SOC ING Y CONST NORTE SUR LTDA|0-0|E000042485
SOC DE ING Y CONSTRUC NORTE SUR|0-0|E000042486
SOC DE INGENIERIA ELECTRICA ENER|0-0|E000042487
SOC DE INGENIERIA GERARDO FERCOVIC Y COM|0-0|E000042488
SOC DE INGENIERIA PRODATEL LIMIT|77871920-7|E000042489
SOC DE INGENIERIA PRODATEL LIMITADA|77871920-7|E000042490
SOC DE INGENIERIA Y CERTIFICACIO|0-0|E000042491
SOC DE INGENIERIA Y CONSTRUCCION|79618870-7|E000042492
SOC DE INGENIERIA Y CONSTRUCCION NORTE S|79618870-7|E000042493
SOC DE INSTRUC Y EDUC ALBORADA LTDA|0-0|E000042494
SOC DE INSUMOS MEDICOS LTDA|78587050-6|E000042495
SOC DE INV  CATARIA LTDA |0-0|E000042496
SOCIEDAD DE INVERSIONES CATARIA LIMI|0-0|E000042496
SOC DE INV  EL ALMENDRAL LTDA |76117149-6|E000042497
SOC DE INV  EL OTONAL LTDA|76342060-4|E000042498
SOCIEDAD DE INVERSIONES EL OTONA|76342060-4|E000042498
SOCIEDAD DE INVERSIONES OTONAL L|76342060-4|E000042498
SOC DE INV ALEKAR LTDA|77871680-1|E000042499
SOCIEDAD E INVERSIONES ALEKAR LTDA |77871680-1|E000042499
SOC DE INV ALONSO DE CORDOVA LTDA|76259046-8|E000042500
SOC DE INV ANCHORAGE LTDA|78569820-7|E000042501
SOC DE INVERSIONES ANCHORAGE LTDA|78569820-7|E000042501
SOC DE INV ASESORIAS FINANCIERAS|77358580-6|E000042502
SOC DE INV ASESORIAS Y RTAS PAUL|0-0|E000042503
SOC DE INV BELVIEW INTERNAC|0-0|E000042504
SOC DE INV BIDART HNOS Y CIA LTDA|0-0|E000042505
SOC DE INV BRUCHEL LTDA|0-0|E000042506
SOCIEDAD DE INVERSIONES BRUCHEL LTD|0-0|E000042506
SOC DE INV CANTERBURY LTDA|78960000-7|E000042507
SOC DE INV CARLOS SAUNIER C Y CI|0-0|E000042508
SOC DE INV CENTER SURY LTDA|0-0|E000042509
SOC DE INV CERRO COIQUEIN|0-0|E000042510
SOC DE INV COMERC E IND LTDA|0-0|E000042511
SOC DE INV COMERCIAL E IN HENRIQ|0-0|E000042512
SOC DE INV COMERCIALES E INDUSTR|0-0|E000042513
SOC DE INV DON OSCAR LTDA|76833210-K|E000042514
SOC DE INV E INM ALCOHOLADO Y MO|0-0|E000042515
SOC DE INV E INM DONA PATRICIA L|0-0|E000042516
SOC DE INV E INMB FIVE STAR LTD|0-0|E000042517
SOC DE INV E INMOB BAESLER Y URR|0-0|E000042518
SOC DE INV E INMOB CEDRO LIMITAD|78151330-K|E000042519
SOC DE INV E INMOB CEDRO LTDA|78151330-K|E000042519
SOC DE INVER E INMOB CEDRO LTDA|78151330-K|E000042519
SOC DE INVERS E INMOB CEDRO LTDA|78151330-K|E000042519
SOC DE INVERSIONES E INMOB CEDRO|78151330-K|E000042519
SOC DE INVERSIONES E INMOBILIARIA CEDRO|78151330-K|E000042519
SOC DE INV E INMOB DALMACIA SA|96711930-K|E000042520
SOC DE INVERSIONES E INMOBILIARIA DALMA|96711930-K|E000042520
SOC DE INV E INMOB LOS ALMENDROS|0-0|E000042521
SOC DE INV E INMOB MAF VAL LTDA|77721269-9|E000042522
SOC DE INV E INMOB MONDINO E HIJOS|0-0|E000042523
SOC DE INV E INMOB SANDY POINT S|96980470-0|E000042524
SOC DE INV E INMOB SANTA MARGARI|0-0|E000042525
SOC DE INV E INMOB STA MARGARITA|0-0|E000042526
SOC INV E INMOB STA MARGARITA LTDA|0-0|E000042526
SOC DE INV EL AMANECER LTDA|76342638-6|E000042527
SOC DE INV EL COIHUE LTDA|89578100-2|E000042528
SOC DE INV FESTINO LENTE|76243364-8|E000042529
SOC DE INV FOCACCI Y FOCACCI LTD|0-0|E000042530
SOC DE INV GIROLAMO DEL MURO|0-0|E000042531
SOC DE INV INMOB RIO LOA LTDA|76084558-2|E000042532
SOC DE INV INMOB SANDY POINT S A |96980470-0|E000042533
SOC DE INV INMOBILIARIAS Y SERVI|78194600-1|E000042534
SOC DE INV JOSE MEYER Y CIA LTDA|78191210-7|E000042535
SOC INV JOSE MEYER Y CIA LTDA|78191210-7|E000042535
SOC DE INV JUAN JULIO AGUIRRE DR|0-0|E000042536
SOC DE INV LANAFRA LTDA|77622520-7|E000042537
SOC DE INVERSIONES LANAFRA LIMIT|77622520-7|E000042537
SOC DE INVERSIONES LANAFRA LIMITADA|77622520-7|E000042537
SOC INVERS LANAFRA LTDA|77622520-7|E000042537
SOC INVERSIONES LANAFRA LIMITADA|77622520-7|E000042537
SOCIEDAD DE INVERSIONES LANAFRA|77622520-7|E000042537
SOC DE INV LOS TRONCOS LTDA|76926275-K|E000042538
SOC DE INV MAC LTDA|76460422-9|E000042539
SOC DE INV MARINI LTDA|78912640-2|E000042540
SOC DE INV MASABA LTDA|0-0|E000042541
SOC DE INVERSIONES MASABA LIMITA|0-0|E000042541
SOC DE INVERSIONES MASABA LTDA|0-0|E000042541
SOCIEDAD DE INVERSIONES MASABA L|0-0|E000042541
SOC DE INV MERBA S A|96668700-2|E000042542
SOC DE INV MONTEING S A|76582710-8|E000042543
SOC DE INV MONTESERRAT LTDA|0-0|E000042544
SOC DE INV NOVA VISTA LTDA|78479110-6|E000042545
SOC DE INVERS NOVA VISTA LTDA|78479110-6|E000042545
SOC DE INVERSIONES NOVA VISTA ID|78479110-6|E000042545
SOC DE INVERSIONES NOVA VISTA LT|78479110-6|E000042545
SOC DE INVERSIONES NOVA VISTA LTDA|78479110-6|E000042545
SOCIEDAD DE INVERSIONES NOVA LIS|78479110-6|E000042545
SOCIEDAD DE INVERSIONES NOVA VIS|78479110-6|E000042545
SOC DE INV OLIVOS LTDA|79774330-5|E000042546
SOC DE INVERSIONES OLIVOS LIMITA|79774330-5|E000042546
SOC DE INVERSIONES OLIVOS LIMITADA|79774330-5|E000042546
SOC DE INV ORREGO LUCO|96676960-2|E000042547
SOC DE INV ORREGO LUCO S A|96676960-2|E000042547
SOC DE INV PATRICIO ZULUETA Y CI|0-0|E000042548
SOC DE INVERSIONES PATRICIO ZULUETA Y CO|0-0|E000042548
SOC DE INV PLAZA LOS CISNES LIMI|77277480-K|E000042549
SOC DE INV PLAZA LOS CISNES LTDA|77277480-K|E000042549
SOC DE INVERSIONES PLAZA LOS CIS|77277480-K|E000042549
SOC DE INVERSIONES PLAZA LOS CISNES LIMI|77277480-K|E000042549
SOCIEDAD DE INVERSIONES PLAZA LO|77277480-K|E000042549
SOC DE INV POR ACCIONES STOTT SP|76006646-K|E000042550
SOC DE INV PRONTO LTDA|78727550-8|E000042551
SOC DE INV QUINQUELLES LTDA|76240300-5|E000042552
SOC DE INV ROBEYDA LIMITADA|76506070-2|E000042553
SOCIEDAD DE INVERSIONES ROBEYDA|76506070-2|E000042553
SOCIEDAD DE INVERSIONES ROBEYDA LIMITADA|76506070-2|E000042553
SOC DE INV SAIOA LTDA|0-0|E000042554
SOC DE INV SAN CRISTOBAL LTDA|76277016-4|E000042555
SOC DE INV SAN FERNANDO LTDA|76091104-6|E000042556
SOC DE INVERSIONES SAN FERNANDO|76091104-6|E000042556
SOC DE INVERSIONES SAN FERNANDO LIMITADA|76091104-6|E000042556
SOCIEDAD DE INVERSIONES SAN FERN|76091104-6|E000042556
SOCIEDAD DE INVERSIONES SAN FERNANDO LIM|76091104-6|E000042556
SOC DE INV SAN SEBASTIAN LTDA|76248717-9|E000042557
SOC DE INVERSIONES SAN SEBASTIAN|76248717-9|E000042557
SOC INV SAN SEBASTIAN LIMITADA|76248717-9|E000042557
SOCIEDAD DE INVERSIONES SAN SEBA|76248717-9|E000042557
SOCIEDAD DE INVERSIONES SAN SEBASTIAN LI|76248717-9|E000042557
SOC DE INV SANDOVAL Y BARRUETO|77935300-1|E000042558
SOC DE INVERSIONES SANDOVAL Y BARRUETO L|77935300-1|E000042558
SOC DE INV SANTA LUISA S A|76005846-7|E000042559
SOC DE INVER STA LUISA S A|76005846-7|E000042559
SOC DE INVERSIONES SAN LUIS S A|76005846-7|E000042559
SOC DE INVERSIONES STA LUISA SA|76005846-7|E000042559
SOC INVERSIONES STA LUISA SA|76005846-7|E000042559
SOCIEDAD DE INVERSIONES SAN LUIS|76005846-7|E000042559
SOC DE INV SANTA MARIA DE LOS AN|0-0|E000042560
SOC DE INV SANTOS MARIN LTDA|0-0|E000042561
SOC DE INV SCHILLER LTDA|78206060-0|E000042562
SOC DE INVERSIONES SCHILLER LTDA|78206060-0|E000042562
SOC DE INV SIDNEY LTDA|0-0|E000042563
SOC DE INV STA ISABEL LTDA|78517060-1|E000042564
SOC DE INVER STA ISABEL LTDA|78517060-1|E000042564
SOC DE INVERSIONES ISABEL LIMITA|78517060-1|E000042564
SOC DE INVERSIONES SANTA ISABEL LIM|78517060-1|E000042564
SOC DE INVERSIONES SANTA ISABEL LIMITADA|78517060-1|E000042564
SOC DE INVERSIONES STA ISABEL LTDA|78517060-1|E000042564
SOC INVERSIONES STA ISABEL LTDA|78517060-1|E000042564
SOC DE INV STA MARTA LTDA|0-0|E000042565
SOC DE INV STEGER LIMITADA|77806400-6|E000042566
SOC INVERSIONES STEGER LIMITADA|77806400-6|E000042566
SOC DE INV THE PILGRIMS S A|96711150-3|E000042567
SOC DE INVERSIONES THE PILGRIMS S A|96711150-3|E000042567
SOC DE INV TIERRA NUEVA LIMITADA|76041312-7|E000042568
SOC DE INVERSIONES TIERRA NUEVA|76041312-7|E000042568
SOCIEDAD DE INVERSIONES TIERRA N|76041312-7|E000042568
SOCIEDAD DE INVERSIONES TIERRA NUEVA SPA|76041312-7|E000042568
SOC DE INV ULLOA IGLESIAS LTDA|0-0|E000042569
SOC DE INV VILLAVICENCIO Y ACHUR|0-0|E000042570
SOC DE INV Y ADMINISTRACION LTDA|77733590-1|E000042571
SOC DE INV Y ASES LOS CHUNGUNGOS S A |76173460-1|E000042572
SOC DE INV Y ASESORIAS FINANCIER|0-0|E000042573
SOC DE INV Y ASESORIAS IPS LTDA|76277730-4|E000042574
SOC DE INV Y ASESORIAS PCGO LTDA|78082270-8|E000042575
SOC DE INVERSIONES Y ASESORIAS P C G O L|78082270-8|E000042575
SOC DE INV Y CAPITALES ROD S A |0-0|E000042576
SOC DE INV Y CAPITALES ROD SA|0-0|E000042576
SOC DE INVERS Y CAPITALES ROD S A |0-0|E000042576
SOC DE INVERSIONES Y CAPITALES ROD SA|0-0|E000042576
SOC DE INV Y DE TRANSP NEOMUNDO|0-0|E000042577
SOC DE INV Y PARTICIPACIONES S A|0-0|E000042578
SOC DE INV Y PARTICIPACIONES SA|0-0|E000042579
SOC DE INV Y RENT DE CAP PETITA|0-0|E000042580
SOC DE INV Y RENTAS BARZA LTDA|78747180-3|E000042581
SOC DE INV Y RENTAS P MAYOR LTDA|0-0|E000042582
SOC DE INV Y RENTAS PTO MAYOR LT|0-0|E000042582
SOC DE INV Y RENTAS VIRGINIA LTD|86869700-8|E000042583
SOC DE INV Y SERV ALPAHUE LTDA|0-0|E000042584
SOC DE INV Y SERV ARCHIMBOLDO LT|0-0|E000042585
SOC DE INV Y SERV LA CONSTRUCCIO|0-0|E000042586
SOC DE INV Y SERV MEDICOS BADINE|0-0|E000042587
SOC DE INV Y SERV NH LTDA|0-0|E000042588
SOC DE INV Y SERVICIOS ALGAHUE L|79742560-5|E000042589
SOC DE INV Y SERVICIOS MATT LTDA|78932710-6|E000042590
SOC DE INV Y SERVICIOS MEDICOS I|0-0|E000042591
SOC DE INV YUNQUE Y CIA LIMITADA|76711830-9|E000042592
SOC DE INVER CASTRO BATIC LTDA|0-0|E000042593
SOC DE INVER E INMOB PARAISO LT|0-0|E000042594
SOC DE INVER ESPINOZA RAMOS LTDA|0-0|E000042595
SOC DE INVER INMOB AMBAR LTDA|77673170-6|E000042596
SOC DE INVER LA COLINA LTDA|78704420-4|E000042597
SOC DE INVERS LA COLINA LTDA|78704420-4|E000042597
SOC DE INVERSIONES LA COLINA LIMITADA|78704420-4|E000042597
SOC DE INVER METROPOLI LTDA|76039338-K|E000042598
SOCIEDAD DE INVERSIONES METROPOLI LIMITA|76039338-K|E000042598
SOC DE INVER PRIMERA AGUA LTDA|0-0|E000042599
SOC DE INVER VASCO DE GAMA LIMIT|77247830-5|E000042600
SOC DE INVERSIONES VASCO DE GAMA LIMITAD|77247830-5|E000042600
SOC DE INVER Y RENTAS LIGURIA LT|0-0|E000042601
SOC DE INVERSIONES Y RENTAS LIGU|0-0|E000042601
SOC DE INVERSIONES Y RENTAS LIGURIA LIMI|0-0|E000042601
SOC DE INVER Y RTAS GERONA LTDA|0-0|E000042602
SOC DE INVER Y SERV ALGAHUE LTDA|0-0|E000042603
SOC DE INVERCIONES E INMOBILIARI|0-0|E000042604
SOC DE INVERCIONES Y RENTAS SANTA IRIS|0-0|E000042605
SOC DE INVERIONES BARRERA MENA HNOSLTDA|78598820-5|E000042606
SOC DE INVERS BAABOR SOMMER Y CI|0-0|E000042607
SOC DE INVERS BESSI TORRES LTDA|0-0|E000042608
SOC DE INVERS COM E INDUSTRIAL L|0-0|E000042609
SOC DE INVERS CONSTRUCC Y SERV A|0-0|E000042610
SOC DE INVERS CORONA LTDA|0-0|E000042611
SOC DE INVERS DE INMUEBLES LTD|0-0|E000042612
SOC DE INVERS DON SABINO S A|76312100-3|E000042613
SOCIEDAD DE INVERSIONES DON SABI|76312100-3|E000042613
SOCIEDAD DE INVERSIONES DON SABINO S|76312100-3|E000042613
SOCIEDAD DE INVERSIONES DON SABINO SA|76312100-3|E000042613
SOC DE INVERS DUARTE CASAR LTDA|0-0|E000042614
SOC DE INVERS E INMOB LUKAS LTDA|0-0|E000042615
SOC DE INVERS E INMOB PARAISO|0-0|E000042616
SOC DE INVERS E INMOB STA MARG LTDA|0-0|E000042617
SOC DE INVERS EL LITRE LTDA|78561760-6|E000042618
SOC DE INVERSIONES EL LITRE LTDA|78561760-6|E000042618
SOCIEDAD DE INVERSIONES EL LITRE|78561760-6|E000042618
SOCIEDAD DE INVERSIONES EL LITRE LIMITAD|78561760-6|E000042618
SOC DE INVERS EL OFICIO LTDA|0-0|E000042619
SOC DE INVERS LA CALABAZA S A|96947180-9|E000042620
SOC DE INVERS LA DIVISION LTDA|0-0|E000042621
SOC DE INVERS LA TIRANA LTDA|77012380-1|E000042622
SOC DE INVERSIONES LA TIRANA LIM|77012380-1|E000042622
SOC DE INVERSIONES LA TIRANA LTDA|77012380-1|E000042622
SOC DE INVERS MANANTIALES LIMITA|96666080-5|E000042623
SOC DE INVERSIONES MANANTIALES L|96666080-5|E000042623
SOC DE INVERS MANANTIALES S A|0-0|E000042624
SOC DE INVERS ORLANDO CANTUARIAS|0-0|E000042625
SOC DE INVERS PENALOLEN LTDA|0-0|E000042626
SOC DE INVERS RIO MIRAFLORES LTD|83746400-5|E000042627
SOC DE INVERS SALVADOR SANTIAGO|0-0|E000042628
SOC DE INVERS SANTA CECILIA LIMI|0-0|E000042629
SOC DE INVERS SCHILLER RAHAUSEN|0-0|E000042630
SOC DE INVERS STA CRISTINA|0-0|E000042631
SOC DE INVERS STA OLGA LIMITADA|0-0|E000042632
SOC DE INVERS TAINAMAR Y CIA LIM|0-0|E000042633
SOC DE INVERS TIVOLI LTDA|0-0|E000042634
SOC DE INVERS TROPICANA LIMITADA|78369460-3|E000042635
SOC DE INVERS TROPICANA LTDA|78369460-3|E000042635
SOC DE INVERSIONES TROPICANA LIM|78369460-3|E000042635
SOC DE INVERSIONES TROPICANA LTD|78369460-3|E000042635
SOC DE INVERSIONES TROPICANA LTDA|78369460-3|E000042635
SOCIEDAD INVERSIONES TROPICANA L|78369460-3|E000042635
SOC DE INVERS V ADM DE INM LTDA|0-0|E000042636
SOC DE INVERS VICHUQUEN LTDA|77182270-3|E000042637
SOCIEDAD DE INV VICHUQUEN LTDA|77182270-3|E000042637
SOC DE INVERS WORT S A|0-0|E000042638
SOC DE INVERS WORTH S A|0-0|E000042638
SOCIEDAD DE INVERSIONES WORTH SA|0-0|E000042638
SOC DE INVERS Y ADM DE INMU LTDA|0-0|E000042639
SOC DE INVERS Y ASESORIAS OLBA LTDA|78700640-K|E000042640
SOC INVERS Y ASESORIAS OLBA LTDA|78700640-K|E000042640
SOC DE INVERS Y ASESORIAS OMEGA LTDA|78807040-3|E000042641
SOC DE INVERS Y PROCESOS METALUR|0-0|E000042642
SOC DE INVERSION Y RENTA ASOCIADA S A|99547550-2|E000042643
SOC DE INVERSIONES|0-0|E000042644
SOC DE INVERSIONES ABRIL LTDA|77829640-3|E000042645
SOC DE INVERSIONES ABRIL S A|79759840-2|E000042646
SOC DE INVERSIONES ACQUABELLEZA|76788180-0|E000042647
SOC DE INVERSIONES AGUAS BLANCAS|0-0|E000042648
SOCIEDAD DE INVERSIONES AGUAS BL|0-0|E000042648
SOC DE INVERSIONES AKKO LIMITADA|78064640-3|E000042649
SOC DE INVERSIONES ALBATROS LIMITADA|77624890-8|E000042650
SOC DE INVERSIONES ALBOR|77907910-4|E000042651
SOC DE INVERSIONES ALBORNOZ LIMITADA|77907910-4|E000042651
SOCIEDAD DE INVERSIONES ALBORNOZ|77907910-4|E000042651
SOC DE INVERSIONES ALDEBARAN LTDA|86910200-8|E000042652
SOC DE INVERSIONES ALEF LIMITADA|0-0|E000042653
SOC DE INVERSIONES ALGARROBO LIM|77737000-6|E000042654
SOC DE INVERSIONES ALMARAQ LTDA|78017240-1|E000042655
SOC DE INVERSIONES ALTAMIRA LTDA|76070066-5|E000042656
SOC DE INVERSIONES ALTAZOR Y COMPANIA|77973830-2|E000042657
SOC DE INVERSIONES ALVI LIMITADA|0-0|E000042658
SOC DE INVERSIONES ALVI LTDA|0-0|E000042658
SOC DE INVERSIONES ANDRES MILLAN Y CIA|78469410-0|E000042659
SOC DE INVERSIONES ARAUCANA SPA|79993230-K|E000042660
SOC DE INVERSIONES ARAUCARIA LIMITADA|77095184-4|E000042661
SOCIEDAD DE INVERSIONES ARAUCANIA LIMITA|77095184-4|E000042661
SOC DE INVERSIONES ARAUCARIA SA|96590110-8|E000042662
SOC DE INVERSIONES ASESORIAS GESTION Y S|0-0|E000042663
SOC DE INVERSIONES ASESORIAS Y R|0-0|E000042664
SOC DE INVERSIONES ASIS LIMITADA|77126200-7|E000042665
SOC DE INVERSIONES ASTURIAS LTDA|79787830-8|E000042666
SOC DE INVERSIONES ASUSPOWER LIM|0-0|E000042667
SOC DE INVERSIONES ASUSPOWER LIMITADA|0-0|E000042667
SOC DE INVERSIONES ATALAYA LIMITADA|76388253-5|E000042668
SOC DE INVERSIONES ATID LIMITADA|77004610-6|E000042669
SOC DE INVERSIONES AURORA LIMITA|77524850-5|E000042670
SOC DE INVERSIONES AURORA LIMITADA|77524850-5|E000042670
SOC DE INVERSIONES AURORA LTDA |77524850-5|E000042670
SOC DE INVERSIONES LA AURORA LTDA|77524850-5|E000042670
SOC INV LA AURORA LTDA|77524850-5|E000042670
SOCIEDAD DE INVERSIONES AURORA L|77524850-5|E000042670
SOCIEDAD INVERSIONES AURORA LTDA|77524850-5|E000042670
SOC DE INVERSIONES AZET S A|99586340-5|E000042671
SOC DE INVERSIONES BAABOR SOMMER|0-0|E000042672
SOC DE INVERSIONES BAABOR SOMMER Y Y COM|0-0|E000042673
SOC DE INVERSIONES BARCELONA LIM|76938000-0|E000042674
SOC DE INVERSIONES BATBIDE LIMIT|76153230-8|E000042675
SOC DE INVERSIONES BAWI LIMITADA|0-0|E000042676
SOC DE INVERSIONES BAWI LTDA|0-0|E000042676
SOC DE INVERSIONES BEASAIN LIMITADA|0-0|E000042677
SOC DE INVERSIONES BERTUCH LTDA|78181280-3|E000042678
SOCIEDAD DE INVERSIONES BERTUCH|78181280-3|E000042678
SOC DE INVERSIONES BIME LIMITADA|78280270-4|E000042679
SOC DE INVERSIONES BIO REC LIMITADA|78369370-4|E000042680
SOC DE INVERSIONES BOUZO HERMANO|0-0|E000042681
SOC DE INVERSIONES BUIN LIMITADA|77781350-1|E000042682
SOC DE INVERSIONES BURGOS LIMITA|77050649-2|E000042683
SOC DE INVERSIONES C Y D LTDA|78944790-K|E000042684
SOCIEDAD DE INVERSIONES C Y D LI|78944790-K|E000042684
SOCIEDAD DE INVERSIONES C Y M LI|78944790-K|E000042684
SOCIEDAD DE INVERSIONES C Y M LIMITADA|78944790-K|E000042684
SOC DE INVERSIONES CABO PILAR LI|76211620-0|E000042685
SOC DE INVERSIONES CABO PILAR LIMITADA|76211620-0|E000042685
SOC DE INVERSIONES CACHAGUA LIMI|77983970-2|E000042686
SOC INVERSIONES CACHAGUA LTDA|77983970-2|E000042686
SOC DE INVERSIONES CAMP LIMITADA|78051990-8|E000042687
SOC DE INVERSIONES CANAL LIMITADA|89883300-3|E000042688
SOC DE INVERSIONES CANAL LTDA|89883300-3|E000042688
SOC DE INVERSIONES CAREN LIMITAD|76747930-1|E000042689
SOC DE INVERSIONES CARPE DIEM S A|96763330-5|E000042690
SOC DE INVERSIONES CARPE DIEM SA|96763330-5|E000042690
SOC DE INVERSIONES CASABLANCA LTDA|76296857-6|E000042691
SOC DE INVERSIONES CASAS PEREZ LTDA|78627470-2|E000042692
SOC DE INVERSIONES CASTIGLIONI Y|78242800-4|E000042693
SOC DE INVERSIONES CATEMITO LTD|77079780-2|E000042694
SOC DE INVERSIONES CECORMU LIMITADA|78298270-2|E000042695
SOC DE INVERSIONES CEDROS LIMITADA|76085170-1|E000042696
SOCIEDAD DE INVERSIONES CEDROS L|76085170-1|E000042696
SOC DE INVERSIONES CENTER S A|96597120-3|E000042697
SOCIEDAD DE INVER CENTER S A|96597120-3|E000042697
SOCIEDAD DE INVERSIONES CENTER S|96597120-3|E000042697
SOC DE INVERSIONES CERRO LARGO S|96984500-8|E000042698
SOC DE INVERSIONES CHACABUCO LIM|77089261-9|E000042699
SOC DE INVERSIONES CHACABUCO LIMITADA|77089261-9|E000042699
SOC INV CHACABUCO LTDA |77089261-9|E000042699
SOC DE INVERSIONES CHAIGNAL LIMITADA|79540120-2|E000042700
SOC DE INVERSIONES CHI SA|76902280-5|E000042701
SOC DE INVERSIONES CHIAVARI LIMI|78219490-9|E000042702
SOC DE INVERSIONES CINCO DE FEBR|0-0|E000042703
SOC DE INVERSIONES COCHAMO LIMIT|77466630-3|E000042704
SOC DE INVERSIONES COLLIGUAY S A|96615150-1|E000042705
SOC DE INVERSIONES COMERCIALES E|83499600-6|E000042706
SOC DE INVERSIONES COMERCIALES E INDUSTR|0-0|E000042707
SOC DE INVERSIONES COMUNIDAD CIS|0-0|E000042708
SOC DE INVERSIONES COMUNIDAD CISTERNAS Z|0-0|E000042709
SOC DE INVERSIONES CONGUILLIO LI|0-0|E000042710
SOC DE INVERSIONES CONGUILLIO LIMITADA|77553100-2|E000042711
SOC DE INVERSIONES CONN Y CONN L|76049780-0|E000042712
SOC DE INVERSIONES CONSULTA S A|96672200-2|E000042713
SOC DE INVERSIONES CONTE LIMITADA|78094510-9|E000042714
SOC DE INVERSIONES CONTE LTDA|78094510-9|E000042715
SOC DE INVERSIONES CORRALES DE BUELNA LI|78843540-1|E000042716
SOC DE INVERSIONES CRISTALMAR LT|0-0|E000042717
SOC DE INVERSIONES CUBIN LTDA|0-0|E000042718
SOC DE INVERSIONES DE LA MAZA Y|0-0|E000042719
SOC DE INVERSIONES DELMOR S A|0-0|E000042720
SOC DE INVERSIONES DELVAL LTDA|76206230-5|E000042721
SOC DE INVERSIONES DEMANDES WOLF|0-0|E000042722
SOC DE INVERSIONES DEMAYAMI LIMI|77903610-3|E000042723
SOC DE INVERSIONES DIAMA LTDA|76786710-7|E000042724
SOC DE INVERSIONES DON ANDRESITO SA|0-0|E000042725
SOC INVERSIONES DON ANDRESITO SA|0-0|E000042725
SOC DE INVERSIONES DON SILVESTRE|0-0|E000042726
SOC DE INVERSIONES DON SIMON LTDA|78498760-4|E000042727
SOC DE INVERSIONES DONA EVARISTA|77854010-K|E000042728
SOC DE INVERSIONES DONA MARTA S|77182701-2|E000042729
SOC DE INVERSIONES E|0-0|E000042730
SOC DE INVERSIONES E IMPORT ASESORIAS CO|0-0|E000042731
SOC DE INVERSIONES E INGENIERIA|76083837-3|E000042732
SOC DE INVERSIONES E INGENIERIA S|0-0|E000042733
SOC DE INVERSIONES E INMOB CIMA LTD|78270520-2|E000042734
SOC DE INVERSIONES E INMOBILIARIA LA CIM|78270520-2|E000042734
SOC DE INVERSIONES E INMOB HADEA|77272930-8|E000042735
SOC DE INVERSIONES E INMOBILIARIA HADEA|77272930-8|E000042735
SOC DE INVERSIONES E INMOB LA ESCUEL|0-0|E000042736
SOC DE INVERSIONES E INMOB P Y P|76783670-8|E000042737
SOC DE INVERSIONES E INMOB SANTA|77174400-1|E000042738
SOC DE INVERSIONES E INMOBILIARI|0-0|E000042739
SOC DE INVERSIONES E INMOBILIARIA|78043222-5|E000042740
SOC DE INVERSIONES E INMOBILIARIA ABA LI|79750210-3|E000042741
SOC DE INVERSIONES E INMOBILIARIA ABA SP|79750210-3|E000042741
SOCIEDAD DE INV E INMOB ABA LIMI|79750210-3|E000042741
SOC DE INVERSIONES E INMOBILIARIA ALFA L|77279370-7|E000042742
SOC DE INVERSIONES E INMOBILIARIA BAESLE|0-0|E000042743
SOC DE INVERSIONES E INMOBILIARIA BORSAN|96731760-8|E000042744
SOC DE INVERSIONES E INMOBILIARIA COTA 1|0-0|E000042745
SOC DE INVERSIONES E INMOBILIARIA DO|0-0|E000042746
SOC DE INVERSIONES E INMOBILIARIA DONA C|0-0|E000042747
SOC DE INVERSIONES E INMOBILIARIA EL PIN|0-0|E000042748
SOC DE INVERSIONES E INMOBILIARIA FERRAR|0-0|E000042749
SOC DE INVERSIONES E INMOBILIARIA GUAYA|0-0|E000042750
SOC DE INVERSIONES E INMOBILIARIA IGNACA|0-0|E000042751
